category_fullname,video_url,title,langage,questions,video_type,
22El Restaurante,https://www.youtube.com/watch?v=ywn9Hn_kWPI&ab_channel=TEDxTalks Movimiento hacia una cocina consciente,Movimiento hacia una cocina conciente: Rebeca Santa Cruz at TEDxViaLibertad,ESP,¿Cuál es la causa del augmento de la obesidad en todo el mundo? ¿Qué consecuencias tiene en la salud el consumo de ultraprocesados? ¿Cómo se produce la comida? ¿Qué efectos secundarios está teniendo la industrialización de la agricultura y ganadería? ¿Qué se hace cuando se procesa un alimento? ¿Cómo influye en el entorno nuestra forma de comer? ¿Cómo es la agricultura industrial? ¿Cómo cambiarán los restaurantes cuando se cambie toda esta dinámica autodestructiva? ¿Se producirán en un futuro parte de los alimentos en el propio restaurante? ¿Qué papel didáctico puede tener cultivar donde se come? ¿Puede hacer que uno se plantee su forma de comer en casa? ¿Coincide lo que es bueno para el medio ambiente con lo que es bueno para la salud?,conferencia,
22El Restaurante,https://www.youtube.com/watch?v=j335BTu_vFU&ab_channel=GardeningAustralia Self sustainable zero waste productive home in Melbourne,Self sustainable zero waste productive home in Melbourne demonstrates future | Gardening Australia,ENG,¿Cuánta comida se puede producir en un edificio? ¿Sólo es viable producir vegetales? ¿Qué es la acuaponía? ¿Cómo produce pescado y marisco esta pareja de chefs en su casa de Australia? ¿Cómo reutilizan sus deshechos para producir alimentos? ¿Cómo utilizan el agua de la ducha para producir setas? ¿Da mucho trabajo producir parte de lo que uno come?,reportaje,
22El Restaurante,"https://www.youtube.com/watch?v=yiiHg1rEI3o&ab_channel=CNNChile El chef de Boragó, Rodolfo Guzmán","CNN Íntimo: El chef de Boragó, Rodolfo Guzmán",ESP,"¿Cómo funciona el restaurante Boragó? ¿Cómo cambian los platos del menú según la estación del año? ¿Produce y recolecta la mayoría de sus ingredientes? ¿Es un modelo único en el mundo? ¿Con qué finalidad trabajan conjuntamente antropólogos, biólogos, agricultores y cocineros en el restaurante? ¿Es la tradición culinaria algo estático? ¿Son las tradiciones ¿Cómo están repensando la cocina chilena descubriendo nuevos sabores? ¿Es necesaria la tecnificación culinaria para conseguir nuevos sabores y texturas? ¿Para qué utilizan su laboratorio de investigación culinaria? ¿Cuántos platos ha creado el restaurante? ¿Tiene sentido que un restaurante como este tenga su propio terreno de producción donde se puedan domesticar las plantas silvestres comestibles? ¿Qué podría aprender la cocina española de esta forma de hacer? ¿Se podrían descubrir aún muchísimas especias comestibles en la Península Ibérica?",reportaje,
22El Restaurante,https://www.youtube.com/watch?v=3eL0N1kJcXM&list=PLFSP6BDg4inmZm4JunuPZrk9-qhOjlJy5&index=10&ab_channel=ObjetivodeLuz Cómo hacer un Jardín medicinal Objetivo de Luz,Cómo HACER un JARDIN MEDICINAL | PARTE 1 - [PERMACULTURA] | VLOG 14,ESP,Ver también parte 2. ¿Qué variedad de alimentos y gustos podría dar un jardín diseñado para un restaurante? ¿Qué conocimientos son necesarios para el diseño de jardines como este? ¿Qué beneficios tiene que el cocinero tenga conocimientos botánicos? ¿Cómo podría servir la domesticación de plantas silvestres para conseguir nuevos sabores y propiedades medicinales? ¿Se está utilizando todo este conocimiento en cocina? ¿Qué oportunidades podrían abrir este tipo de colaboraciones? ¿Trabajarán en un futuro restaurantes con agricultores orgánicos y botánicos? ¿Qué importancia tiene conocer bien de dónde viene y qué propiedades tiene tu producto?,tutorial,
22El Restaurante,https://www.youtube.com/watch?v=UsyipUjVuG0&t=29s&ab_channel=ObjetivodeLuz Economía Circular Objetivo de Luz,Economía Circular | ECOSINUESTRA,ESP,¿Cómo se puede aplicar la economía circular en restauración? ¿Cómo cerrar ciclos en un restaurante? ¿Qué asociaciones se pueden crear entre restaurantes y agricultores de proximidad? ¿Qué impacto pueden generar miles de acciones a pequeña escala?,reportaje,
23El Museo,https://www.youtube.com/watch?v=7LLyp_Z284I&ab_channel=HIJOSBONICOS Mitos sobre la Edad Media por Félix Rodrigo Mora,Mitos sobre la Edad Media por Félix Rodrigo Mora,ESP,"¿Cómo se vivieron los 10 siglos de Edad Media? ¿Por qué fue revolucionaria la alta Edad Media del siglo VIII al XI? ¿Por qué ha sido tan denigrado por ciertos historiadores este periodo? ¿Qué clase de propiedad se manejaba en la edad media? ¿De quién eran los campos, los montes o los molinos? ¿Cómo se trabajaba? ¿Qué era el comunal? ¿Cómo se organizaban? ¿Cuándo empieza a menguar la propiedad colectiva? ¿Quién gobernaba un territorio? ¿Cuál era el rol del rey? ¿Cómo se resolvían los conflictos? ¿Cómo se tomaban decisiones? ¿Cuáles eran las normas de convivencia en los monacatos? ¿Qué función tenía la mujer en esas sociedades? ¿Qué objetivos vitales tenía una persona que vivía en una villa de la alta Edad Media? ¿Cómo se crearon las aldeas altomedievales? ¿Por qué es importante ser consciente de la complejidad de la historia? ¿Cuáles fueron las causas del fracaso de la revolución medieval? ¿Por qué la libertad humana sólo existe como libertad en peligro? ¿Cómo empezaron a ganar poder las monarquías en el siglo XII y XIII?",reportaje,
23El Museo,https://www.youtube.com/watch?v=NW70OCivTqU&ab_channel=ElGentilhombre ¿Por qué eliminaron a los Templarios? Documental Gentilhombre,¿Por qué eliminaron a los TEMPLARIOS? - Documental,ESP,¿Por qué arrestaron a los templarios? ¿Qué verdades fueron quemadas junto con los templarios? ¿Quién fue Felipe IV? ¿Fue justa la condena de la orden? ¿Qué se discutía en el Concilio de Vienne? ¿Los templarios eran inocentes? ¿Dónde surgió la orden? ¿Qué servicio brindaban? ¿Fueron las primeras ONG? ¿Fueron la primera multinacional? ¿Qué era la orden de los caballeros hospitalarios? ¿Inventaron los  templarios la banca moderna? ¿Qué servicios bancarios ofrecían? ¿Cómo funcionaban los préstamos de la época? ¿Quién se endeudaría severamente con la orden? ¿Qué poder tenía el rey en la edad media? ¿Por qué fue arrestado el Papa Bonifacio VIII? ¿Qué cambio marcó este suceso? ¿Cómo funcionaba la división de poderes en la edad media? ¿Cómo cambiaron Felipe IV y sus consejeros las relaciones de poder de la época? ¿Fueron los templarios una de las víctimas de la búsqueda de poder de un rey? ¿Por qué es importante limitar el poder de los gobernantes?,presentación,
23El Museo,https://www.youtube.com/watch?v=OuXa7r8slCY&ab_channel=AcademiaPlay España y la Leyenda Negra,España y la Leyenda Negra,ESP,¿Qué concepción hay en España de la conquista de américa? ¿Por qué 1492 fue el año que marcó un gran cambio? ¿Cómo gobernaba el imperio azteca? ¿Cómo vivían los pueblos oprimidos por el imperialismo azteca? ¿Hubo dominio español en américa? ¿Cómo se derrotó tan rápido al imperio azteca? ¿Cómo hay que juzgar los hechos del pasado? ¿Se pueden analizar con los ojos de hoy? ¿Por qué razón fueron violentas las guerras de independencia hispanoamericanas? ¿Fueron guerras civiles? ¿Qué papel jugó Fernando VII? ¿Qué instrumentos se usaban para moverse en alta mar? ¿Qué fue la real compañía de guardiamarinas? ¿Hasta cuándo se realizaron expediciones de exploración? ¿Qué diferencias hubo entre la conquista inglesa y la española?,reportaje,
23El Museo,https://www.youtube.com/watch?v=Emo5S3pRIYQ&ab_channel=CEHMFundaci%C3%B3nCarlosSlim Los mitos de la conquista dr. Antonio Rubial García,"""Los mitos de la Conquista"" | Dr. Antonio Rubial García",ESP,¿Qué tres factores universalistas hicieron inevitable la conquista de américa? ¿De dónde surgió la idea de humanidad universal? ¿Y la de imperio universal? ¿Cómo se vio el descubrimiento de américa desde los círculos religiosos de la época? ¿Cuántos siglos duró la conquista? ¿Se podría haber hecho la conquista sin los indios? ¿Fue una conquista dirigida por un poder central español? ¿O fue un proceso generado por un conjunto de intereses individuales? ¿Se puede generalizar cuando se trata un proceso tan complejo? ¿Por qué fue tan diferente la conquista según el territorio en el que se producía? ¿Por qué personajes fue realizada? ¿Todos los conquistadores fueron españoles? ¿Con qué diferentes idiomas se comunicaban? ¿Por qué a los indios les afectaban tanto las enfermedades europeas? ¿Fue un exterminio la conquista? ¿Cómo eran las américas prehispánicas?,conferencia,
23El Museo,https://www.youtube.com/watch?v=1ayksQMJJ2g&ab_channel=CasadeAm%C3%A9rica La conquista de América contada para escépticos Juan Eslava Galán,"La conquista de América contada para escépticos, de Juan Eslava Galán",ESP,¿Con qué aspiraciones iban los conquistadores a América? ¿Qué novelas leían? ¿Cómo reaccionaron ante las diferencias entre los dos mundos? ¿Por qué es peligroso juzgar los hechos del pasado con ojos del s. XXI? ¿Qué diferencias hubo entre el colonialismo español y el inglés? ¿Bajo qué principios se conquistó Sudamérica? ¿Por qué hubo tanto mestizaje? ¿Cómo se curaban las heridas de flechas envenenadas? ¿Qué tipo de gente fue a América por primera vez? ¿Cómo fue la gestión de la riqueza en España proveniente de las tierras americanas? ¿Cuál fue la impresión que les dio Tenochtitlán a los primeros españoles que la pisaron? ¿Qué impresión debió darles la religión mexica? ¿Cuál fue el origen de la leyenda negra? ¿Por qué se extendió ten rápido? ¿Qué papel jugó la imprenta? ¿Qué es la leyenda rosa? ¿Por qué se ve como algo franquista la exaltación de la conquista? ¿Por qué se rechaza la épica al mirar el pasado? ¿Despertarán los tonos grises de la historia?,conferencia,
23El Museo,https://www.youtube.com/watch?v=VFi0PAAk874&ab_channel=FernandoD%C3%ADazVillanueva La Ilustración: las sombras de las luces,La Ilustración: las sombras de las luces,ESP,"¿Qué fue la ilustración? ¿Qué matices es necesario ponerle? ¿Cuándo empezó este movimiento cultural? ¿Qué relación tuvo con el avance del mundo científico? ¿Cómo intentaron tratar a la sociedad? ¿Se pueden racionalizar las sociedades? ¿Por qué tuvieron tanto éxito en Francia estas ideas? ¿Qué circunstancias históricas propiciaron esta forma de pensar el mundo? ¿Qué papel jugó el descubrimiento del nuevo mundo? ¿Y la física de Newton? ¿Cómo influenció a la ilustración el pensamiento cartesiano? ¿Por qué se quiso buscar un modelo perfecto de sociedad? ¿Qué papel se le dio a la centralización? ¿Qué modelo de estado surgió de la ilustración? ¿Cómo se desvinculó la religión del estado? ¿Cuál fue el pensamiento de Voltaire, Rousseau o Montesquieu? ¿Cuáles fueron las críticas a la religión de Voltaire? ¿Cómo influyó el pensamiento de Montesquieu en la formación de los sistemas políticos actuales? ¿Qué diversas formas políticas había antes de la revolución francesa? ¿Qué es el contrato social de Rousseau?",podcast,
23El Museo,https://www.youtube.com/watch?v=vN8OzLJHlnM&ab_channel=Fundaci%C3%B3nparaelProgreso Francia y Estados Unidos: La revolución contra la revolución,Axel Kaiser | Francia y Estados Unidos: La revolución contra la revolución,ESP,¿De dónde proviene el concepto de revolución? ¿Cómo era el régimen de antes de la revolución francesa? ¿En qué situación social se encontraba Francia? ¿Qué porcentaje del salario se gastaba en pan un francés promedio? ¿Y la situación de Estados Unidos antes de la revolución de independencia? ¿Qué era el tercer estado en Francia? ¿La revolución francesa fue una cuestión de lucha de clases? ¿Cómo se veía en Inglaterra lo que estaba pasando en Francia? ¿Por qué se introduce la guillotina? ¿Fue una masacre la revolución francesa? ¿Cómo justificaba Robespierre la aplicación del terror en la sociedad? ¿Cómo murió Robespierre? ¿Cuántos muertos hubo en cada revolución? ¿Qué pasó en Estados Unidos? ¿Quién lideró la revolución en América? ¿Qué ideas y valores la impulsaron?,conferencia,
23El Museo,https://www.youtube.com/watch?v=-rXk8cJCdr8&ab_channel=SergioSantill%C3%A1nD%C3%ADaz La Revolución Francesa Miguel Anxo Bastos,La Revolución Francesa | Miguel Anxo Bastos,ESP,¿Qué méritos tuvo la revolución francesa? ¿Qué otros puntos son criticables? ¿Se puede ser monárquico y liberal a la vez? ¿Es la monarquía la forma de gobierno más estable? ¿Por qué la república es más inestable? ¿Cómo repercute la forma de gobierno en el proceso de civilización de una sociedad? ¿Es bueno que la gente vea al poder como algo ilegítimo? ¿De qué forma se empezó a centralizar Francia a partir de la revolución? ¿Por qué se quiso racionalizar todo? ¿Cómo se trasladó a España este modelo político? ¿Cómo se sustituyó la religión católica en Francia por el culto al estado? ¿Cómo se instauró el culto a la igualdad? ¿De dónde salió la idea de la escuela pública? ¿Y la del ejército de masas? ¿De qué forma cambió el concepto de propiedad? ¿Existe la voluntad general? ¿Qué diferencia hay entre el terror y el miedo? ¿Para qué se usó el terror político?,conferencia,
23El Museo,https://www.youtube.com/watch?v=pklEaYuSk20&ab_channel=Fundaci%C3%B3nparaelProgreso Academia Liberal – Clásicos de la Libertad: Escuela de Salamanca – Mauricio Rojas,Academia Liberal - Clásicos de la Libertad: Escuela de Salamanca - Mauricio Rojas,ESP,¿Qué fue la Escuela de Salamanca? ¿En qué contexto desarrollaron sus ideas? ¿Qué debates genera la conquista de América en la época? ¿Cómo se debate el derecho al poder? ¿Qué derechos tienen los indios? ¿Hay derecho de conquista? ¿Por qué los jesuitas acabaron siendo expulsados del imperio español? ¿Cómo intentaron establecer un límite al poder absoluto de los monarcas? ¿Son legítimos el interés o el comercio? ¿Tienen derecho los gobernantes a manipular el dinero? ¿Qué es la teoría cuantitativa del dinero?,presentación,
24La Depuradora,https://www.youtube.com/watch?v=gbNECENI1I0 La privatización del Agua,"La Privatización del Agua: ""transformar la necesidad social en negocio privado""",ESP,¿Qué servicios es conveniente privatizar y cuáles no? ¿Qué diferentes modelos han existido a lo largo de la historia? ¿Cómo funciona en Chile? ¿Una persona en Chile puede ser propietaria de X cabal en un río? ¿Es útil privatizar el agua? ¿Qué hay que buscar al diseñar un modelo de gestión de recursos? ¿La eficiencia? ¿Qué modelo de agua se ha extendido a nivel mundial? ¿Qué es la privatización de la gestión? ¿Quién gestiona el agua en todo el mundo? ¿Existen privilegios empresariales? ¿De quién depende el uso o la gestión del agua en los países de todo el mundo? ¿Permite el modelo actual la libre competencia de empresas de servicios de agua? ¿Le pagamos el agua a la empresa que nos ha tocado en nuestra ciudad? ¿Quién decide a qué empresa se le da la concesión? ¿Está funcionando el sistema actual? ¿Cómo seria un sistema realmente privado?,entrevista,
24La Depuradora,https://www.youtube.com/watch?v=k42GuHiipyc&t=26s&ab_channel=PatentedeCorso ¿SEQUÍA o SAQUEO? El NEGOCIO del AGUA – Con Pilar Esquinas,¿SEQUÍA o SAQUEO? El NEGOCIO del AGUA - Con Pilar Esquinas,ESP,¿Cuántos días podemos vivir sin agua? ¿Cuántos trasvases están funcionando en España actualmente? ¿Se está privatizando el agua en España? ¿Quién está llevando a cabo este proceso y por qué? ¿Qué términos legislativos se usan? ¿Quién financia a las grandes organizaciones de medio ambiente y desarrollo sostenible? ¿Por qué se están derribando las presas?,entrevista,
24La Depuradora,https://archive.org/details/LaGuerraDelAgua_201507,La guerra por el agua. Oro azul (Español),ESP,"¿Cómo se ha producido la contaminación de nuestras aguas? ¿Es venenosa el agua de algunos ríos del mundo? ¿Son más baratos los servicios públicos que los privatizados? ¿Qué relación hay entre el gobierno, los recursos de agua y las empresas? ¿Qué son los cazadores de agua? ¿Son las potabilizadoras la solución? ¿Cómo consiguen el agua las ciudades que están en pleno desierto? ¿Cómo devolver el agua a su ciclo natural?",documental,
24La Depuradora,https://www.youtube.com/watch?v=Vik4vUN3SPI&ab_channel=WaterStories Water is Earth’s Blood – The Old and New Water Paradigms to Restore Our Planet’s Health,Water is Earth's Blood - The Old and New Water Paradigms to Restore Our Planet's Health,ENG,¿Qué es lo que genera la lluvia? ¿Cómo funciona el ciclo de agua y la teoría de la bomba biótica? ¿Cómo ha alterado este ciclo el ser humano? ¿Qué es lo que hace que se produzcan las sequías e inundaciones? ¿Por qué colapsan los ecosistemas? ¿Qué herramientas tenemos para revertir estos ciclos? ¿Qué nivel de interconectividad tienen los ecosistemas de todo el mundo? ¿Cómo volver a recargar los acuíferos? ¿Qué son los sistemas de retención de agua descentralizados?,conferencia,
24La Depuradora,https://www.youtube.com/watch?v=Qny4CDcftrI&ab_channel=AndrewMillison America’s Big Mistake – Andrew Millison,EL GRAN ERROR DE LOS ESTADOS UNIDOS: RECHAZADA la democracia de cuencas.,ENG,¿Cómo tendría que organizarse la gestión del agua en un país? ¿Qué propuso John Wesley Powell en 1878? ¿Qué son las cuencas hidrográficas? ¿Qué conflictos de intereses puede generar el hecho de no organizar la gestión del agua según las cuencas hidrográficas? ¿Tiene sentido aplicar el modelo de derechos de propiedad actual en el sistema de agua de un país? ,presentación,
24La Depuradora,https://www.youtube.com/watch?v=1O94DrEEgg0&ab_channel=Paralelo33 ¿Es el agua en Chile privada?,¿Es el agua en Chile privada?,ESP,¿El agua en Chile es privada? ¿Hay algún país actual donde el agua sea privada? ¿En qué épocas lo fue? ¿Cómo está influido el sistema actual por el derecho Romano? ¿Qué es un bien nacional de uso público? ¿Hay algún país en el mundo donde el agua no sea un recurso estatal o público? ¿Cómo funciona el derecho de uso del agua? ¿Cómo se asigna el derecho de uso del agua? ¿Debería ser una decisión política? ¿Cómo sería un sistema realmente privado del agua? ¿Con quién tendría que negociar una empresa que quisiera aprovechar el acuífero de un territorio con un sistema privado? ¿Cómo ha funcionado la gestión del agua históricamente? ¿Cómo funcionaría un sistema totalmente público? ¿Es útil hacer público el sistema de suministro de agua? ¿Privatizar el agua sería desvincularla de la comunidad? ¿O todo lo contrario?,presentación,
24La Depuradora,"https://www.youtube.com/watch?v=b5HhXvGyQ38&t=1505s&ab_channel=NEWMEDIAUFM Las protagonistas de la historia: Elinor Ostrom, el gobierno de los bienes comunes",Las Protagonistas de la Historia: Elinor Ostrom,ESP,¿Quién fue Elinor Ostrom? ¿Por qué se secó el Mar de Aral? ¿Qué es la tragedia de los comunes? ¿Cuáles eran las dos soluciones que daba Hardin a este problema? ¿Qué problemas tiene simplificar la realidad en economía? ¿Qué casos estudió Ostrom y qué es lo que pudieron demostrar? ¿Hay una tercera vía para resolver el problema de gestionar un recurso común? ¿Cómo se gestionaba el agua subterránea del campo de Montiel en La Mancha? ¿Qué mecanismos surgieron para gestionar el recurso? ¿Hace falta la intervención del estado para que la gente cree reglas? ¿Es rivalizante el consumo de agua? ¿Es excluible? ¿Cómo se debería gestionar un bien común? ¿Es la mejor forma que el estado o que el mercado lo gestione? ¿Tendría que estar gestionado por la comunidad? ¿Debería explorarse esta tercera vía? ¿Debería ser el agua un bien común? ¿Qué es el polycentrismo y cómo serviría para tomar decisiones en la gestión de un bien común? ¿Qué es votar con los pies? ,conferencia,
24La Depuradora,https://www.youtube.com/watch?v=hNU57K-5Iq0&ab_channel=PermaculturaHolistica Biodigestor Casero y Barato para baño,BIODIGESTOR CASERO y BARATO para BAÑO ES MÁS RÁPIDO y NO CONTAMINA Etapa 1 Paso a Paso.,ESP,¿Cómo funcionaría una red de saneamiento privada? ¿Se tendría que pagar por m3 de agua que se enviara a la red? ¿El precio para mantener la red de tratamiento de aguas lo pagaría cada casa? ¿Se incentivaría así la construcción de sistemas de tratamiento de agua sostenible? ¿Estaría la gente dispuesta a pagar el precio de enviar el agua a la depuradora si se lo pudiera ahorrar? ¿Un sistema privado de tratamiento de aguas sería descentralizado?,tutorial,
25La Central Eléctrica,https://www.youtube.com/watch?v=3X-Z0kMfh4M Acciona Whymaps,Cómo evitar el Cambio Climático MUY RÁPIDO,ESP,¿Qué es el cambio climático? ¿Para qué sirven los gases de efecto invernadero? ¿Qué está causando el calentamiento global? ¿Cuáles serán las consecuencias de la subida repentina de las temperaturas? ¿Qué es el tecno-optimismo? ¿Cuáles son los riesgos que amenazan a la humanidad? ¿Cómo están conectados entre ellos? ¿Por qué sólo hay visiones negativas sobre el futuro? ¿Estamos aceptando que el futuro será obligatoriamente un infierno? ¿Cómo nos adaptaremos a la nueva situación? ¿Cómo hacer a la sociedad más resistente a los problemas futuros?,presentación,
25La Central Eléctrica,https://www.youtube.com/watch?v=0vjbwolOa28&ab_channel=LaTraves%C3%ADa,Una Introducción al Pensamiento de Bruno Latour - Filosofía Actual,ESP,"¿Cómo es que una civilización entera enfrontada a una amenaza que conoce, no reacciona? ¿Existe la modernidad ? ¿Existe realmente una separación entre el mundo natural i el mundo social? ¿Dónde estamos y cómo funciona nuestro hábitat? ¿De qué dependemos y cómo afrontarlo políticamente? ¿Qué es un “parlamento de las cosas”?",presentación,
25La Central Eléctrica,https://www.youtube.com/watch?v=4jOR6b-kKag&ab_channel=SolidaridadInternacionalAndaluc%C3%ADa,El Decrecimiento. Entrevista a Serge Latouche,ESP,¿Tiene sentido el desarrollo sostenible? ¿Qué es el decrecimiento? ¿A qué dinámicas ha llevado el capitalismo? ¿Sería posible una sociedad de prosperidad sin crecimiento? ¿Cómo se puede cambiar el futuro siendo un ciudadano medio? ¿Debemos buscar la solución en la tecnología? ¿Cómo deberíamos usar la tecnología?,entrevista,
25La Central Eléctrica,https://www.youtube.com/watch?v=P-aR1Nh4ENM&ab_channel=ObservatoridelDeuteenlaGlobalitzaci%C3%B3ODG,Col·lapse: les evidències i els camins cap al decreixement amb Carlos Taibo,ESP,"¿Qué es el decrecimiento? ¿Se pueden reducir las emisiones de carbono si se sigue creciendo económicamente? ¿Por qué los medios de comunicación no hablan ni de las causas ni de las posibles soluciones de la crisis climática? ¿Tenemos que reducir el consumo y rescatar la vida local? ¿Hay que volver a ruralizar nuestras sociedades? ¿Cómo funciona un espacio autogestionado? ¿El futuro es cooperativista? ¿Qué se puede aprender de las culturas precapitalistas? ¿Vamos a conseguir esquivar el colapso? Si inevitablemente vamos a colapsar, ¿No sería más inteligente que empecemos a construir los rasgos propios de una sociedad postcolapsista?",conferencia,
25La Central Eléctrica,https://www.youtube.com/watch?v=v32DQc5ZTt4&ab_channel=SolidaridadInternacionalAndaluc%C3%ADa,"""Resiliencia Local ante el Colapso Global"" por Yayo Herrero y Luis González",ESP,¿Qué ocurrirá cuando las reservas de combustibles fósiles lleguen a su fin? ¿Se avecina un colapso? ¿Cómo prepararse para este colapso? ¿Se puede revertir? ¿Cómo tendría que ser una civilización resiliente a una crisis energética? ¿El futuro es local? ¿Cómo cambiara la forma en que nos alimentamos? ¿Por qué la descentralización de la producción es la solución? ¿Qué papel desempeñará la comunidad para crear vínculos de solidaridad? ¿Por qué es clave la organización social? ¿Cómo articular las alternativas al sistema energético actual? ¿Cuál será el papel del estado?,clase teórica,
25La Central Eléctrica,"https://www.youtube.com/watch?v=uqwWdranB5A&ab_channel=HappenFilms David Holmgren Interview on Permaculture, Energy Descent & Future Scenarios","Entrevista con David Holmgren en Permacultura, Descenso Energético y Escenarios Futuros.",ENG,¿Cómo será el futuro sin combustibles fósiles? ¿Cómo vivirá la especie humana cuando los efectos del cambio climático hayan llegado a máximos? ¿Cómo se organizan las sociedades cuando dejan de crecer? ¿Qué tres escenarios futuros a largo plazo puede que le esperen a la especie humana? ¿Cómo vivía la gente en la Alta Edad Media? ¿Cómo vivirá la gente dentro de 3 siglos? ¿Seguirá expandiéndose la humanidad indefinidamente? ¿El decrecimiento energético va ligado al decrecimiento económico? ¿Podremos llegar algún día a captar mejor la energía solar que un árbol? ¿Se puede crecer económicamente siendo sostenible enérgicamente? ¿Podrán las energías renovables sustituir a los combustibles fósiles? ¿Y la nuclear? ¿Qué es la Permacultura y cómo nos puede ayudar a adaptarnos a cualquiera de los escenarios futuros? ¿Qué herramientas tiene el individuo para impulsar un cambio sin tener que convencer a la mayoría? ¿Qué ocurriría si buena parte de la población empezase a cultivar alimentos en su jardín? ¿Cómo cambiarían los lazos sociales en los suburbios? ¿Qué estrategias propone la agricultura ecológica para enfrentar la crisis climática?,entrevista,
25La Central Eléctrica,https://www.youtube.com/watch?v=m-y9qGNajBQ&ab_channel=KissTheGround La Historia del Suelo,La Historia del Suelo,ESP,¿Qué herramientas hay para secuestrar carbono? ¿Qué 5 reservorios de carbono existen en el mundo? ¿Qué efectos tiene sobre el carbono atmosférico la forma en que cultivamos el suelo? ¿Cómo haremos para volver a los niveles de carbono pre combustibles fósiles? ¿Dónde poner todo el exceso de carbono? ¿Qué papel pueden jugar los suelos en la transición ecológica? ¿Cuánto carbono podrían llegar a secuestrar los suelos agrícolas? ¿Cómo se compensaría este secuestro de gases en el mercado global de carbono? ¿Se les tendría que pagar dinero por tonelada de carbono almacenado a los agricultores que aplicasen estas técnicas? ¿Por qué es el futuro la agricultura regenerativa?,presentación,
25La Central Eléctrica,https://www.youtube.com/watch?v=TLwsn8snsMc&t=1266s&ab_channel=USEnergy Gabe Brown disscusses how Regenerative agriculture is a solution to global challenges,Gabe Brown,ENG,¿Qué es el no labrado o “no till”? ¿Cómo cambia sus propiedades un suelo cuando uno lo deja de labrar? ¿Por qué hacer este cambio? ¿Qué es la Agricultura Regenerativa? ¿Por qué es tan importante la vida en el suelo? ¿Por qué tiene más valor un producto que proviene de este tipo de agricultura? ¿Son más nutritivos los alimentos producidos en un suelo sano? ¿Si es así se podrán vender por más precio? ¿Cuántos productos puede llegar a producir una granja ecológica? ¿La hace esto más resiliente a los cambios en el clima o los mercados? ¿Qué problemas dejaría de tener un territorio gestionado de esta forma? ¿Cómo podría ser la herramienta que revirtiera el cambio climático? ¿Cómo ayudaría a restaurar los ciclos del agua? ¿Qué alimentos conviene comer para tener un sistema inmunitario sano? ¿Qué fuente energética nos tendría que acompañar en todo este proceso?,entrevista,
25La Central Eléctrica,https://www.youtube.com/watch?v=ePJz_4HsQcY&ab_channel=LineaClaveKeyline Regeneración con Línea Clave,Regeneración con Línea Clave ,ENG,¿Qué es el ciclo del carbono? ¿Hemos roto el ciclo de carbono de nuestro planeta? ¿Qué tiene que ver la agricultura regenerativa con el cambio climático? ¿Cómo puede almacenarse el carbono en el suelo? ¿Se saca carbono de la atmósfera cuando se augmenta el contenido de materia orgánica en el suelo? ¿Cómo hacer para recolectar toda el agua que cae en un terreno sin que se evapore? ¿Cómo podría combinar el diseño en línea clave con la reforestación de paisajes destruidos?,reportaje,
25La Central Eléctrica,https://www.youtube.com/watch?v=YNPvBU43oYg&feature=youtu.be Energía Nuclear Date un Vlog,Energía Nuclear Date un Vlog,ESP,"¿Todas las energías no renovables emiten gases de efecto invernadero? ¿Cómo podría ayudar la energía nuclear a hacer la transición hacia un nuevo modelo energético? ¿Cómo ha mejorado la tecnología de las centrales nucleares? ¿Es segura la energía nuclear actual? ¿Cuánto contamina una central nuclear? ¿Podría servir para luchar contra el cambio climático? Actualmente, ¿Se puede tener un modelo energético con bajas emisiones de CO2 sin la energía nuclear? ¿Por qué es necesario poder crear energía que no dependa de factores climáticos? ¿Cómo enciendes toda una ciudad por la noche si no hace viento? ¿La energía nuclear jugará un papel importante en el cambio de modelo energético?",presentación,
25La Central Eléctrica,https://www.youtube.com/watch?v=jRY7Gl6NNUU&ab_channel=JuanRam%C3%B3nRallo ¿Sobrevivirá la democracia a la agenda climática? Juan Ramón Rallo,¿Sobrevivirá la democracia a la agenda climática? Juan Ramón Rallo,ESP,¿Qué podría afectar a la sostenibilidad de una política de impuestos mundial como la agenda climática? ¿Están dispuestos los ciudadanos a asumir los costes de la transición energética? ¿Qué puede ocurrir si no es así? ¿Qué coste anual tendrá que soportar el ciudadano medio para descarbonizar la economía? ¿Qué precio está dispuesto a pagar realmente? ¿Habrá un conflicto entre democracia y agenda climática? ¿Cómo se puede resolver este conflicto? ¿La población irá cambiando de opinión cuando las consecuencias del cambio climático sean evidentes? ¿Recurrirán los políticos a mentiras para esconderle a la población la causa de su empobrecimiento? ¿Peligra la democracia? ¿Será necesario imponerles a los ciudadanos esta transición? ¿Servirán de algo los esfuerzos que haga el resto del mundo si China o India no se descarbonizan? ¿Qué coste político estamos dispuestos a asumir por la agenda climática?,presentación,
